rank;alpha;lambda;model_ids;residual_deviance
510;[0.1];2,47707635599171e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_146;35495,0065053470
511;[0.02];4,03701725859655e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_69;35495,1190553548
512;[0.0];6,13590727341318e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_400;35496,9336030467
513;[0.04];4,03701725859655e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_530;35496,9832003168
514;[0.02];4,32876128108306e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_200;35497,0355124990
515;[0.06];3,51119173421513e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_299;35497,3070737700
516;[0.1];2,65608778294669e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_42;35498,3037100559
517;[0.08];3,05385550883342e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_180;35498,6003680892
518;[0.02];4,64158883361278e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_328;35499,2004716699
519;[0.0];6,57933224657568e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_335;35499,2253199786
520;[0.04];4,32876128108306e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_588;35499,4399535948
521;[0.02];4,97702356433211e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_45;35500,4350688082
522;[0.06];3,76493580679247e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_402;35500,5242792203
523;[0.02];5,33669923120631e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_110;35501,2072145370
524;[0.0];7,05480231071865e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_441;35501,6304118624
525;[0.1];2,84803586843580e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_277;35502,1779834319
526;[0.08];3,27454916287773e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_283;35502,4902815275
527;[0.04];4,64158883361278e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_90;35502,5680961059
528;[0.02];5,72236765935022e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_394;35503,7164073555
529;[0.0];7,56463327554629e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_107;35504,1507797394
530;[0.06];4,03701725859655e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_487;35504,6561313834
531;[0.04];4,97702356433211e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_229;35505,0143497006
532;[0.08];3,51119173421513e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_1;35505,8222938414
533;[0.1];3,05385550883342e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_278;35506,6863787023
534;[0.06];4,32876128108306e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_176;35506,7431197555
535;[0.0];8,11130830789687e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_10;35506,7882917562
536;[0.04];5,33669923120631e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_408;35506,8727582829
537;[0.02];6,13590727341318e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_507;35507,3520768485
538;[0.08];3,76493580679247e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_124;35509,3442913931
539;[0.0];8,69749002617783e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_478;35509,5448127606
540;[0.1];3,27454916287773e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_504;35509,6336723252
541;[0.02];6,57933224657568e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_148;35509,8849838911
542;[0.06];4,64158883361278e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_590;35510,3107312308
543;[0.04];5,72236765935022e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_61;35511,4226250586
544;[0.0];9,32603346883220e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_286;35512,4222328099
545;[0.02];7,05480231071865e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_284;35513,7561517133
546;[0.08];4,03701725859655e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_410;35514,1242109224
547;[0.0];1,00000000000000e-03;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_159;35515,4224933163
548;[0.02];7,56463327554629e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_479;35515,7495415588
549;[0.06];4,97702356433211e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_209;35516,0612144854
550;[0.04];6,13590727341318e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_471;35516,9018640196
551;[0.1];3,51119173421513e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_375;35518,8421750977
552;[0.06];5,33669923120631e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_111;35519,6031579305
553;[0.02];8,11130830789687e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_475;35519,8231129038
554;[0.02];8,69749002617783e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_490;35522,8596104017
555;[0.08];4,32876128108306e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_485;35523,3797646024
556;[0.04];6,57933224657568e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_118;35523,5875393671
557;[0.04];7,05480231071865e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_304;35525,0538669421
558;[0.1];3,76493580679247e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_466;35525,3362470855
559;[0.08];4,64158883361278e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_578;35526,8400269981
560;[0.02];9,32603346883220e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_515;35527,4433452392
561;[0.06];5,72236765935022e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_192;35529,8274646389
562;[0.1];4,03701725859655e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_522;35529,8425538533
563;[0.04];7,56463327554629e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_428;35530,7934647727
564;[0.02];1,00000000000000e-03;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_599;35531,2599600797
565;[0.1];4,32876128108306e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_196;35533,1243608331
566;[0.06];6,13590727341318e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_489;35533,5537321408
567;[0.08];4,97702356433211e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_356;35534,4542962715
568;[0.04];8,11130830789687e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_54;35534,9000467179
569;[0.1];4,64158883361278e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_251;35536,6742893471
570;[0.08];5,33669923120631e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_316;35537,0507791639
571;[0.06];6,57933224657568e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_390;35540,9909144504
572;[0.1];4,97702356433211e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_483;35542,3259049576
573;[0.08];5,72236765935022e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_383;35543,6010846745
574;[0.04];8,69749002617783e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_86;35543,9001908401
575;[0.06];7,05480231071865e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_115;35546,1698529153
576;[0.08];6,13590727341318e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_266;35547,7457075374
577;[0.1];5,33669923120631e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_422;35547,8533850144
578;[0.04];9,32603346883220e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_461;35548,1999525081
579;[0.06];7,56463327554629e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_570;35549,4125151379
580;[0.08];6,57933224657568e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_144;35550,2897376960
581;[0.06];8,11130830789687e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_202;35552,7212705582
582;[0.04];1,00000000000000e-03;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_28;35554,3679762751
583;[0.1];5,72236765935022e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_25;35554,4083794687
584;[0.08];7,05480231071865e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_376;35556,5438802248
585;[0.06];8,69749002617783e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_312;35558,3771880165
586;[0.1];6,13590727341318e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_59;35558,7273931903
587;[0.08];7,56463327554629e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_163;35561,8893881358
588;[0.06];9,32603346883220e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_552;35562,0651374560
589;[0.1];6,57933224657568e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_142;35562,5688707888
590;[0.1];7,05480231071865e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_34;35565,1753270042
591;[0.08];8,11130830789687e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_225;35566,0505958137
592;[0.08];8,69749002617783e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_508;35569,7986878083
593;[0.06];1,00000000000000e-03;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_116;35571,1491325567
594;[0.1];7,56463327554629e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_213;35575,8695829464
595;[0.08];9,32603346883220e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_170;35580,2523188835
596;[0.1];8,11130830789687e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_404;35587,1936769045
597;[0.08];1,00000000000000e-03;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_145;35587,8294356738
598;[0.1];8,69749002617783e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_470;35590,4193666378
599;[0.1];9,32603346883220e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_216;35593,3761902615
600;[0.1];1,00000000000000e-03;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_307;35595,8401645545
