random;train;test;diff
c106;0,0276265919218507;0,0277390817930855;1,12489871234765e-04
c107;0,0276445317889506;0,0276673606598150;2,28288708643415e-05
c108;0,0278166185609901;0,0269784791031553;8,38139457834845e-04
c109;0,0277890530487208;0,0271031121064532;6,85940942267548e-04
c110;0,0274497232408525;0,0284435186857339;9,93795444881405e-04
c111;0,0277189748468481;0,0273714493940330;3,47525452815051e-04
c112;0,0275239445489972;0,0281471272069172;6,23182657920041e-04
c113;0,0272815532272098;0,0290906904989382;1,80913727172841e-03
c114;0,0277505059118681;0,0272460008095656;5,04505102302499e-04
c115;0,0276692814862499;0,0275659279176966;1,03353568553347e-04
c116;0,0278486492903477;0,0268618031999067;9,86846090441005e-04
c117;0,0276313352388112;0,0277181169267356;8,67816879243991e-05
c118;0,0277527821159134;0,0272323846692985;5,20397446614917e-04
c119;0,0276498959817438;0,0276461553409322;3,74064081156561e-06
c120;0,0274448257780376;0,0284758762855304;1,03105050749282e-03
c121;0,0278030289988910;0,0270132509054687;7,89778093422320e-04
c122;0,0276098887188734;0,0278071454239558;1,97256705082426e-04
c123;0,0274590692851285;0,0284393280465674;9,80258761438878e-04
c124;0,0273538962896237;0,0288041487189982;1,45025242937447e-03
c125;0,0279263123165139;0,0265180161200817;1,40829619643222e-03
c126;0,0278028378940498;0,0270348828057122;7,67955088337657e-04
c127;0,0274421412509081;0,0284699297126096;1,02778846170159e-03
c128;0,0273260288991184;0,0289387096074014;1,61268070828294e-03
c129;0,0279054862685912;0,0266336485996044;1,27183766898675e-03
c130;0,0279014259610312;0,0266382410906498;1,26318487038135e-03
c131;0,0273184525382447;0,0289614244539356;1,64297191569084e-03
c132;0,0273688845513849;0,0287563004919666;1,38741594058164e-03
c133;0,0280300404723267;0,0261301640107410;1,89987646158568e-03
c134;0,0276646160983007;0,0275859694278762;7,86466704244537e-05
c135;0,0276456003135906;0,0276636031483677;1,80028347770700e-05
c136;0,0276472298854487;0,0276567317921225;9,50190667380058e-06
c137;0,0275335706973476;0,0281226304201719;5,89059722824324e-04
c138;0,0276713423802943;0,0275592500220742;1,12092358220062e-04
c139;0,0280902705371091;0,0258840723381745;2,20619819893460e-03
c140;0,0279223179187377;0,0265394591134232;1,38285880531443e-03
c141;0,0275602832053845;0,0280018308556705;4,41547650286020e-04
c142;0,0276462213299502;0,0276609995042967;1,47781743465164e-05
c143;0,0278279101822652;0,0269384050652909;8,89505116974384e-04
c144;0,0272724778652299;0,0291482779720864;1,87580010685650e-03
c145;0,0270518181203534;0,0300740901001099;3,02227197975647e-03
c146;0,0276896230949836;0,0274831988310175;2,06424263966075e-04
c147;0,0275295287333100;0,0281248719920988;5,95343258788818e-04
c148;0,0279961216308818;0,0262950190513362;1,70110257954560e-03
c149;0,0274279507442580;0,0285612571655383;1,13330642128025e-03
c150;0,0280889003781403;0,0258977780262210;2,19112235191932e-03
r101;0,0276637158392925;0,0275910425673761;7,26732719164187e-05
r102;0,0276895052862788;0,0274854843287891;2,04020957489764e-04
r103;0,0279917865164092;0,0262698471494553;1,72193936695395e-03
r104;0,0274094417982622;0,0286106158947776;1,20117409651532e-03
r105;0,0275735074537338;0,0279482940048243;3,74786551090491e-04
r106;0,0277253220706170;0,0273455030614185;3,79819009198465e-04
r107;0,0276418183174268;0,0276784479061818;3,66295887549890e-05
r108;0,0277512553753859;0,0272384777320236;5,12777643362296e-04
r109;0,0276030528113102;0,0278330308088378;2,29977997527640e-04
r110;0,0277715691066087;0,0271580713691955;6,13497737413121e-04
r111;0,0272425449077727;0,0292874777089941;2,04493280122136e-03
r112;0,0279256527309100;0,0265370019808181;1,38865075009185e-03
r113;0,0274495379582168;0,0284444522778424;9,94914319625565e-04
r114;0,0278212115765762;0,0269637078732829;8,57503703293259e-04
r115;0,0278645436721819;0,0267825138015226;1,08202987065929e-03
r116;0,0275056861374007;0,0282251584045477;7,19472267146925e-04
r117;0,0276702963166743;0,0275647885995194;1,05507717154934e-04
r118;0,0279803274835798;0,0263118013999648;1,66852608361504e-03
r119;0,0272596321665509;0,0292071465178308;1,94751435127989e-03
r120;0,0275412695433400;0,0280821153688432;5,40845825503147e-04
r121;0,0276196694419342;0,0277678143421401;1,48144900205940e-04
r122;0,0278033952468749;0,0270339000064690;7,69495240405909e-04
r123;0,0279934706676713;0,0262737867523011;1,71968391537025e-03
r124;0,0277326586326730;0,0273144644517539;4,18194180919155e-04
r125;0,0276864885521603;0,0274999324585514;1,86556093608958e-04
r126;0,0273595821188672;0,0288108135911383;1,45123147227113e-03
r127;0,0274905904192353;0,0282835664269921;7,92976007756775e-04
r128;0,0277290368460279;0,0273297560222359;3,99280823791922e-04
r129;0,0274009704232367;0,0286448733453808;1,24390292214414e-03
r130;0,0277426238029957;0,0272760915661057;4,66532236889979e-04
r131;0,0274395225199951;0,0284871499473944;1,04762742739929e-03
r132;0,0276060020029971;0,0278221565601821;2,16154557184982e-04
r133;0,0271766165120905;0,0295558437135709;2,37922720148043e-03
r134;0,0275626719248334;0,0279952728890018;4,32600964168393e-04
r135;0,0277289325682257;0,0273288330620360;4,00099506189692e-04
r136;0,0282780213166433;0,0251335892022807;3,14443211436261e-03
r137;0,0275421485495787;0,0280795846814911;5,37436131912431e-04
r138;0,0278083521319197;0,0270158865337018;7,92465598217822e-04
r139;0,0277591613316754;0,0272088508985229;5,50310433152585e-04
r140;0,0277481223341940;0,0272523323302287;4,95790003965321e-04
r141;0,0275538132193671;0,0280312813218290;4,77468102461881e-04
r142;0,0280589536897452;0,0260144301637393;2,04452352600588e-03
r143;0,0273751805372305;0,0287495312875620;1,37435075033151e-03
r144;0,0273735878356124;0,0287416954466367;1,36810761102434e-03
r145;0,0274785898386496;0,0283303706131993;8,51780774549747e-04
r146;0,0277897538269626;0,0270833009951448;7,06452831817816e-04
r147;0,0277507305344558;0,0272427345558807;5,07995978575097e-04
r148;0,0279547398758075;0,0264329571154073;1,52178276040022e-03
r149;0,0280783024170297;0,0259157160826948;2,16258633433487e-03
r150;0,0277228586678998;0,0273561796963200;3,66678971579892e-04
c151;0,0276615524252561;0,0275983891173944;6,31633078617549e-05
c152;0,0278842461216713;0,0267121232801306;1,17212284154077e-03
c153;0,0271933114710648;0,0294999524792559;2,30664100819104e-03
c154;0,0276137203798401;0,0277901502265996;1,76429846759557e-04
c155;0,0280721760507691;0,0259186865627909;2,15348948797817e-03
c156;0,0278758769876529;0,0267591650122649;1,11671197538805e-03
c157;0,0277321626015340;0,0273168954072821;4,15267194251844e-04
c158;0,0280250910127420;0,0261596623341706;1,86542867857136e-03
c159;0,0274492826921388;0,0284637189537638;1,01443626162493e-03
c160;0,0277168970878820;0,0273758417768971;3,41055310984877e-04
c161;0,0272048516157258;0,0294398368840469;2,23498526832111e-03
c162;0,0274908807978149;0,0282696940371592;7,78813239344298e-04
c163;0,0276722460490843;0,0275554197165735;1,16826332510873e-04
c164;0,0276698882310530;0,0275657108109419;1,04177420111085e-04
c165;0,0279467534464983;0,0264716658370881;1,47508760941018e-03
c166;0,0275384857915157;0,0281059623877563;5,67476596240610e-04
c167;0,0276225945674189;0,0277573265001788;1,34731932759834e-04
c168;0,0276582800550157;0,0276129235327350;4,53565222806665e-05
c169;0,0277856091187438;0,0271010858235886;6,84523295155167e-04
c170;0,0277060231942567;0,0274176943068529;2,88328887403825e-04
c171;0,0278259814160890;0,0269497689211250;8,76212494963995e-04
c172;0,0276735558280837;0,0275508500831884;1,22705744895382e-04
c173;0,0275447022208981;0,0280776158284214;5,32913607523309e-04
c174;0,0274777888384334;0,0283451526587050;8,67363820271680e-04
c175;0,0275050202939626;0,0282271177889642;7,22097495001621e-04
c176;0,0272126513981535;0,0293775324481455;2,16488104999205e-03
c177;0,0277658274277132;0,0271784810806525;5,87346347060754e-04
c178;0,0277595700759344;0,0272068465690493;5,52723506885081e-04
c179;0,0278130616219192;0,0269959519699558;8,17109651963386e-04
c180;0,0275058658470936;0,0282254792660720;7,19613418978370e-04
c181;0,0276934942489036;0,0274741015688742;2,19392680029427e-04
c182;0,0277132464395325;0,0273778083945933;3,35438044939199e-04
c183;0,0273653440858694;0,0288181203933612;1,45277630749183e-03
c184;0,0274541060725515;0,0284298504075750;9,75744335023489e-04
c185;0,0275477360717072;0,0280494889608834;5,01752889176286e-04
c186;0,0278852774232096;0,0267233962376990;1,16188118551066e-03
c187;0,0275273573624484;0,0281385647828686;6,11207420420250e-04
c188;0,0273746007794367;0,0287476046034301;1,37300382399339e-03
c189;0,0278555310282390;0,0268167859354892;1,03874509274983e-03
c190;0,0278435493631443;0,0268528738976331;9,90675465511105e-04
c191;0,0274841848768735;0,0283131922271208;8,29007350247244e-04
c192;0,0275444118869307;0,0280626224036451;5,18210516714433e-04
c193;0,0274756630093241;0,0283425918713689;8,66928862044716e-04
c194;0,0275901322562207;0,0278845520311229;2,94419774902216e-04
c195;0,0276085580044083;0,0278135645157748;2,05006511366557e-04
c196;0,0276954448840231;0,0274587852723366;2,36659611686566e-04
c197;0,0277043248614970;0,0274279461336799;2,76378727817099e-04
c198;0,0272578929594576;0,0292453268447182;1,98743388526062e-03
c199;0,0277834726445870;0,0271008289000586;6,82643744528415e-04
c200;0,0275040096678119;0,0282402012810141;7,36191613202243e-04
r151;0,0279129754653516;0,0265977644102237;1,31521105512790e-03
r152;0,0275176860775774;0,0281743051482011;6,56619070623702e-04
r153;0,0279045229141553;0,0266244578860708;1,28006502808448e-03
r154;0,0276835263554652;0,0275100972879928;1,73429067472305e-04
r155;0,0277424817143486;0,0272774110772077;4,65070637140876e-04
r156;0,0277152801119769;0,0273845071467859;3,30772965190993e-04
r157;0,0276778245453479;0,0275342131154000;1,43611429947850e-04
r158;0,0277165676895186;0,0273809977882618;3,35569901256865e-04
r159;0,0280545939644229;0,0260062617592808;2,04833220514207e-03
r160;0,0277470295313472;0,0272578540147528;4,89175516594390e-04
r161;0,0279371690385704;0,0265013436036623;1,43582543490806e-03
r162;0,0275790636928829;0,0279303400659916;3,51276373108795e-04
r163;0,0275922860537388;0,0278773801978582;2,85094144119410e-04
r164;0,0277943610700824;0,0270636079014578;7,30753168624611e-04
r165;0,0275185030585163;0,0281720467054961;6,53543646979757e-04
r166;0,0277719452787037;0,0271579400316699;6,14005247033825e-04
r167;0,0276353809137376;0,0277042020819852;6,88211682476347e-05
r168;0,0277336224856033;0,0273114624501764;4,22160035426857e-04
r169;0,0280703951241841;0,0259666771583149;2,10371796586921e-03
r170;0,0276428681253922;0,0276743117616257;3,14436362334816e-05
r171;0,0275067615432435;0,0282222184553431;7,15456912099597e-04
r172;0,0278922639036089;0,0266790606723089;1,21320323129998e-03
r173;0,0275837149578839;0,0279119492585630;3,28234300679169e-04
r174;0,0275556193032502;0,0280250066214575;4,69387318207285e-04
r175;0,0271888683654317;0,0294907264291375;2,30185806370573e-03
r176;0,0278716172502869;0,0267524561691052;1,11916108118170e-03
r177;0,0276341630924654;0,0277087066634249;7,45435709594254e-05
r178;0,0276786710897498;0,0275316694677157;1,47001622034140e-04
r179;0,0276669424950211;0,0275781624595773;8,87800354438632e-05
r180;0,0273404250508027;0,0288834931089916;1,54306805818895e-03
r181;0,0274658040781999;0,0283901410055384;9,24336927338492e-04
r182;0,0276566688409976;0,0276187337081657;3,79351328319705e-05
r183;0,0275372521089849;0,0280919801058420;5,54727996857084e-04
r184;0,0275766548948227;0,0279406857331655;3,64030838342709e-04
r185;0,0277346311910988;0,0273063781988063;4,28252992292502e-04
r186;0,0273054835995508;0,0290255798104740;1,72009621092321e-03
r187;0,0276269565840276;0,0277389754827222;1,12018898694600e-04
r188;0,0277344935387623;0,0273113665082593;4,23127030503061e-04
r189;0,0275808545213188;0,0279215125958598;3,40658074540933e-04
r190;0,0274216908862274;0,0285702293920250;1,14853850579761e-03
r191;0,0275702535553856;0,0279671008234403;3,96847268054622e-04
r192;0,0277645472220314;0,0271855394994601;5,79007722571342e-04
r193;0,0274692687159078;0,0283749920312500;9,05723315342190e-04
r194;0,0275130822967669;0,0281936438159223;6,80561519155368e-04
r195;0,0271289965377641;0,0297247223328825;2,59572579511838e-03
r196;0,0277346574324293;0,0273109093452914;4,23748087137882e-04
r197;0,0275105483319007;0,0282063042580970;6,95755926196348e-04
r198;0,0275278585845332;0,0281376561444922;6,09797559958981e-04
r199;0,0279677182632196;0,0263759255129394;1,59179275028020e-03
r200;0,0277337982655348;0,0273097982537294;4,24000011805391e-04
c201;0,0277336358193662;0,0273144133414086;4,19222477957601e-04
c202;0,0278457197829676;0,0268626103227514;9,83109460216153e-04
c203;0,0275636869327598;0,0279898028042288;4,26115871469013e-04
c204;0,0274822072139698;0,0283118597971954;8,29652583225635e-04
c205;0,0276306540917593;0,0277246681560766;9,40140643173569e-05
c206;0,0277436888053259;0,0272750738347291;4,68614970596803e-04
c207;0,0275052642562752;0,0282351704066895;7,29906150414253e-04
c208;0,0277084178128967;0,0274145640526599;2,93853760236717e-04
c209;0,0275402800994428;0,0280782251542692;5,37945054826326e-04
c210;0,0275716995093072;0,0279604442802030;3,88744770895764e-04
c211;0,0274330363166594;0,0285301713869605;1,09713507030111e-03
c212;0,0276152730788940;0,0277853787498044;1,70105670910317e-04
c213;0,0270947559402980;0,0299022097037762;2,80745376347818e-03
c214;0,0275537626014193;0,0280243162111300;4,70553609710718e-04
c215;0,0272263705349334;0,0293881085017537;2,16173796682029e-03
c216;0,0276581060024427;0,0276126499997883;4,54560026543101e-05
c217;0,0275689488164180;0,0279723768127883;4,03427996370317e-04
c218;0,0280206904401646;0,0261389697496222;1,88172069054239e-03
c219;0,0275729017566945;0,0279509040743920;3,78002317697544e-04
c220;0,0277615552796619;0,0272151696136660;5,46385665995946e-04
c221;0,0273915325407313;0,0286752699937019;1,28373745297062e-03
c222;0,0277022557888855;0,0274407426785357;2,61513110349856e-04
c223;0,0276357962709944;0,0277025471840925;6,67509130980737e-05
c224;0,0277022305031454;0,0274370620884852;2,65168414660122e-04
c225;0,0272015513919701;0,0294290529070860;2,22750151511588e-03
c226;0,0273322537043692;0,0289414276699087;1,60917396553950e-03
c227;0,0277234616122176;0,0273488611085657;3,74600503651887e-04
c228;0,0277896541882300;0,0270827956597832;7,06858528446784e-04
c229;0,0278117786920478;0,0269879266002035;8,23852091844286e-04
c230;0,0275207953089440;0,0281807164323637;6,59921123419761e-04
c231;0,0272686199164830;0,0291473411132221;1,87872119673916e-03
c232;0,0277077480923930;0,0274147800892874;2,92968003105524e-04
c233;0,0278148895309187;0,0269726583116250;8,42231219293749e-04
c234;0,0275670329098131;0,0279774651847139;4,10432274900771e-04
c235;0,0276252773904968;0,0277478763368918;1,22598946395002e-04
c236;0,0278082303227079;0,0270236731165499;7,84557206158019e-04
