random;train;test;diff
c1086;0,0276387331754444;0,0276905725362105;5,18393607660747e-05
c1087;0,0275819433981080;0,0279231560720633;3,41212673955357e-04
c1088;0,0275884510205159;0,0278940167715597;3,05565751043724e-04
c1089;0,0275569103985699;0,0280238629930302;4,66952594460255e-04
c1090;0,0278713144226768;0,0267559193909166;1,11539503176020e-03
c1091;0,0273594684482322;0,0288056728838546;1,44620443562242e-03
c1092;0,0274458546853168;0,0284416506711354;9,95795985818573e-04
c1093;0,0274508984910029;0,0284413800834087;9,90481592405813e-04
c1094;0,0276615623189069;0,0275995816857318;6,19806331751648e-05
c1095;0,0278058261928774;0,0270259763433493;7,79849849528155e-04
c1096;0,0278184149776372;0,0269691751137920;8,49239863845223e-04
c1097;0,0275251834849961;0,0281566007339215;6,31417248925351e-04
c1098;0,0276931139856138;0,0274758909891150;2,17222996498762e-04
c1099;0,0273868519707276;0,0286773821258493;1,29053015512171e-03
c1100;0,0278244443061307;0,0269555738905562;8,68870415574576e-04
r1051;0,0276861130806098;0,0275005136767651;1,85599403844747e-04
r1052;0,0275299078938273;0,0281238466760076;5,93938782180323e-04
r1053;0,0275357088639966;0,0281024362950901;5,66727431093463e-04
r1054;0,0276842913771166;0,0275082540750008;1,76037302115802e-04
r1055;0,0278471305476554;0,0268528075885982;9,94322959057287e-04
r1056;0,0273653117642440;0,0287829760419147;1,41766427767072e-03
r1057;0,0275831662613023;0,0279108054577265;3,27639196424232e-04
r1058;0,0276448832794882;0,0276661738244184;2,12905449302435e-05
r1059;0,0275887873968317;0,0278923276944650;3,03540297633242e-04
r1060;0,0275566890998409;0,0280143978088107;4,57708708969856e-04
r1061;0,0276300094555457;0,0277256718834383;9,56624278925823e-05
r1062;0,0276183554341830;0,0277724157777182;1,54060343535264e-04
r1063;0,0273903354502125;0,0286856321056479;1,29529665543543e-03
r1064;0,0277054873778907;0,0274240394229135;2,81447954977261e-04
r1065;0,0276061380031048;0,0278212501925772;2,15112189472396e-04
r1066;0,0278128873475429;0,0269864407755942;8,26446571948625e-04
r1067;0,0272936140695557;0,0290643557321183;1,77074166256261e-03
r1068;0,0271618003379346;0,0295816691556800;2,41986881774542e-03
r1069;0,0276820682273509;0,0275180441298660;1,64024097484866e-04
r1070;0,0277870305289391;0,0270974664502645;6,89564078674598e-04
r1071;0,0279199620822259;0,0265683549923937;1,35160708983217e-03
r1072;0,0278251268706058;0,0269506435386134;8,74483331992380e-04
r1073;0,0277654532907413;0,0271819219586246;5,83531332116610e-04
r1074;0,0278659033899454;0,0267878794617699;1,07802392817552e-03
r1075;0,0279706559531006;0,0263664591687152;1,60419678438537e-03
r1076;0,0275776469776786;0,0279360904285393;3,58443450860699e-04
r1077;0,0276491578607164;0,0276491592021584;1,34144200955588e-09
r1078;0,0274692772357412;0,0283650624968372;8,95785261095967e-04
r1079;0,0274518376180549;0,0284391503600460;9,87312741991094e-04
r1080;0,0277177277814360;0,0273743884879787;3,43339293457364e-04
r1081;0,0276534656443736;0,0276318087212082;2,16569231653689e-05
r1082;0,0273781831599209;0,0287356860173758;1,35750285745496e-03
r1083;0,0273919443329782;0,0286780843920096;1,28614005903144e-03
r1084;0,0278962490006272;0,0266609387689701;1,23531023165710e-03
r1085;0,0275045989173615;0,0282294046556834;7,24805738321860e-04
r1086;0,0276519932777103;0,0276377210484649;1,42722292454447e-05
r1087;0,0276090881341067;0,0278088158095476;1,99727675440908e-04
r1088;0,0275873239539319;0,0278976931565910;3,10369202659113e-04
r1089;0,0274704707808272;0,0283619975738766;8,91526793049328e-04
r1090;0,0278330235000824;0,0269130796008602;9,19943899222276e-04
r1091;0,0275333256636635;0,0281148741005946;5,81548436931097e-04
r1092;0,0280582940283053;0,0260007558113849;2,05753821692041e-03
r1093;0,0280562561271774;0,0260132212081536;2,04303491902379e-03
r1094;0,0277581404716317;0,0272096095147502;5,48530956881423e-04
r1095;0,0277267625234782;0,0273365820085187;3,90180514959527e-04
r1096;0,0278333100046117;0,0269091751721122;9,24134832499528e-04
r1097;0,0275957312083634;0,0278628001576729;2,67068949309522e-04
r1098;0,0274844309892642;0,0283029652783781;8,18534289113916e-04
r1099;0,0277013741352130;0,0274395277590364;2,61846376176596e-04
r1100;0,0275500911607108;0,0280419693607279;4,91878200017126e-04
c1101;0,0275334395053651;0,0281157165412501;5,82277035885023e-04
c1102;0,0277287602194980;0,0273362903310218;3,92469888476243e-04
c1103;0,0275440519516045;0,0280678003040844;5,23748352479918e-04
c1104;0,0277455339860179;0,0272681402697458;4,77393716272114e-04
c1105;0,0279017391631821;0,0266687857565414;1,23295340664076e-03
c1106;0,0274899008003289;0,0282954935974218;8,05592797092851e-04
c1107;0,0275687027850037;0,0279734428278070;4,04740042803341e-04
c1108;0,0276085965580323;0,0278110369378869;2,02440379854653e-04
c1109;0,0279704984851840;0,0263707345752858;1,59976390989818e-03
c1110;0,0278358180331225;0,0268869630338247;9,48854999297852e-04
c1111;0,0275237526629098;0,0281509873252196;6,27234662309795e-04
c1112;0,0277906032041573;0,0270858221844113;7,04781019745984e-04
c1113;0,0274963748224366;0,0282840216599342;7,87646837497564e-04
c1114;0,0276008463328818;0,0278386992342751;2,37852901393290e-04
c1115;0,0277089972083324;0,0274036921092390;3,05305099093454e-04
c1116;0,0280532385711741;0,0259842766317165;2,06896193945766e-03
c1117;0,0274779785953272;0,0283619286583293;8,83950063002056e-04
c1118;0,0276125801608796;0,0277940813422143;1,81501181334708e-04
c1119;0,0270566117653541;0,0301036111032309;3,04699933787674e-03
c1120;0,0278515431475277;0,0268308188228097;1,02072432471797e-03
c1121;0,0277339663529510;0,0273129749721273;4,20991380823695e-04
c1122;0,0274391202481525;0,0285062355873773;1,06711533922476e-03
c1123;0,0279991839234841;0,0262393071737300;1,75987674975418e-03
c1124;0,0275597635114388;0,0280043335648220;4,44570053383171e-04
c1125;0,0275655092831576;0,0279838057347388;4,18296451581184e-04
c1126;0,0274851761263725;0,0282910322840969;8,05856157724341e-04
c1127;0,0278277040153490;0,0269510730392463;8,76630976102685e-04
c1128;0,0274955224979933;0,0282607445714825;7,65222073489148e-04
c1129;0,0278264500025666;0,0269121562142437;9,14293788322841e-04
c1130;0,0273186467765818;0,0289994769105246;1,68083013394281e-03
c1131;0,0277831345733514;0,0271040234947758;6,79111078575583e-04
c1132;0,0277266855691767;0,0273503949750022;3,76290594174523e-04
c1133;0,0277069390803918;0,0274120879514065;2,94851128985339e-04
c1134;0,0274306524254474;0,0285108527514977;1,08020032605033e-03
c1135;0,0276816130915605;0,0275224612389214;1,59151852639108e-04
c1136;0,0278021024960255;0,0270446539603696;7,57448535655906e-04
c1137;0,0278871830009990;0,0267011520850496;1,18603091594934e-03
c1138;0,0279197072833701;0,0265656378351970;1,35406944817309e-03
c1139;0,0274971908093098;0,0282661209296074;7,68930120297585e-04
c1140;0,0278402698016539;0,0268703253213274;9,69944480326466e-04
c1141;0,0274313947983060;0,0285242233911503;1,09282859284437e-03
c1142;0,0276889126340883;0,0274920508272031;1,96861806885204e-04
c1143;0,0276703877513695;0,0275634832753799;1,06904475989596e-04
c1144;0,0275115579505638;0,0282029311303138;6,91373179750012e-04
c1145;0,0278266700022363;0,0269554485394577;8,71221462778637e-04
c1146;0,0275838586730564;0,0279172518559602;3,33393182903763e-04
c1147;0,0277470970229274;0,0272573755876278;4,89721435299559e-04
c1148;0,0274119555662391;0,0286093773260412;1,19742175980215e-03
c1149;0,0272599905588181;0,0292273457068352;1,96735514801705e-03
c1150;0,0274184564527877;0,0285581412720472;1,13968481925949e-03
r1101;0,0276017167185236;0,0278392627756814;2,37546057157780e-04
r1102;0,0277539320048626;0,0272319642240967;5,21967780765853e-04
r1103;0,0274984367145065;0,0282515290480283;7,53092333521787e-04
r1104;0,0272573830470735;0,0292117238639868;1,95434081691336e-03
r1105;0,0279566081435776;0,0264087749512557;1,54783319232185e-03
r1106;0,0275911287058052;0,0278821476548374;2,91018949032235e-04
r1107;0,0275145260121453;0,0281870425991837;6,72516587038451e-04
r1108;0,0275771175812030;0,0279361203723088;3,59002791105782e-04
r1109;0,0274365930666107;0,0284841371858641;1,04754411925338e-03
r1110;0,0275641734700108;0,0279891570029146;4,24983532903808e-04
r1111;0,0275686235538886;0,0279692031047599;4,00579550871218e-04
r1112;0,0274300165197884;0,0285257012788400;1,09568475905157e-03
r1113;0,0280737780447325;0,0259529515328351;2,12082651189740e-03
r1114;0,0276531087114964;0,0276333447814678;1,97639300285185e-05
r1115;0,0274672440190523;0,0283807751872781;9,13531168225762e-04
r1116;0,0278380768645626;0,0268955173090023;9,42559555560274e-04
r1117;0,0270258322507710;0,0301725995363255;3,14676728555445e-03
r1118;0,0276263752058767;0,0277410482240684;1,14673018191718e-04
r1119;0,0281425736626239;0,0256802092016726;2,46236446095126e-03
r1120;0,0276036569240934;0,0278308036000089;2,27146675915439e-04
r1121;0,0276524227557861;0,0276361104298848;1,63123259013520e-05
r1122;0,0278699495231760;0,0267651055035981;1,10484401957786e-03
r1123;0,0280408525643916;0,0260948000029081;1,94605256148358e-03
r1124;0,0277333122205157;0,0273114541083478;4,21858112167835e-04
r1125;0,0274097115628923;0,0286069067833209;1,19719522042858e-03
r1126;0,0275494415497420;0,0280460941997393;4,96652649997334e-04
r1127;0,0274957067674427;0,0282645220727328;7,68815305290056e-04
r1128;0,0278637772887304;0,0267828161279753;1,08096116075515e-03
r1129;0,0280195006018644;0,0261576704335012;1,86183016836320e-03
r1130;0,0275466305139480;0,0280644934457943;5,17862931846275e-04
r1131;0,0274461460696265;0,0284660942713396;1,01994820171308e-03
r1132;0,0273818623093291;0,0287091682897269;1,32730598039779e-03
r1133;0,0275972078262472;0,0278579021017957;2,60694275548472e-04
r1134;0,0278786928457983;0,0267263019748669;1,15239087093145e-03
r1135;0,0277515515749582;0,0272363685223728;5,15183052585397e-04
r1136;0,0273793019442208;0,0287185498599369;1,33924791571609e-03
r1137;0,0275266414748812;0,0281391723262406;6,12530851359427e-04
r1138;0,0275056621076557;0,0282258257819634;7,20163674307772e-04
r1139;0,0274805422350153;0,0283265920145149;8,46049779499605e-04
r1140;0,0279037394866262;0,0266300946375132;1,27364484911300e-03
r1141;0,0276513079744178;0,0276405034924464;1,08044819713687e-05
r1142;0,0277517846505616;0,0272380227389477;5,13761911613911e-04
r1143;0,0278821627947554;0,0267120071193098;1,17015567544563e-03
r1144;0,0276882174159728;0,0274941122929506;1,94105123022242e-04
r1145;0,0280904355018471;0,0258886825185581;2,20175298328900e-03
r1146;0,0275884319301737;0,0278910369994077;3,02605069234005e-04
r1147;0,0276110173089146;0,0278029480515549;1,91930742640338e-04
r1148;0,0276136334749124;0,0277912165906090;1,77583115696579e-04
r1149;0,0274955234813558;0,0282629301387706;7,67406657414840e-04
r1150;0,0275822946677084;0,0279151479550680;3,32853287359644e-04
c1151;0,0275828213655758;0,0279174658095679;3,34644443992081e-04
c1152;0,0277831321181505;0,0271135203440284;6,69611774122097e-04
c1153;0,0276595309356544;0,0276081299624126;5,14009732417858e-05
c1154;0,0278242798048740;0,0269432565071392;8,81023297734814e-04
c1155;0,0278151611416558;0,0269839531769730;8,31207964682817e-04
c1156;0,0275498615956831;0,0280467617909311;4,96900195248017e-04
c1157;0,0277133236896568;0,0273966901328289;3,16633556827834e-04
c1158;0,0278318445108749;0,0269300157293500;9,01828781524908e-04
c1159;0,0279197009780512;0,0265672533733441;1,35244760470708e-03
c1160;0,0276612832285203;0,0276000662858820;6,12169426383348e-05
c1161;0,0278577341825150;0,0268037969906242;1,05393719189077e-03
c1162;0,0281062297233226;0,0258135481681647;2,29268155515788e-03
c1163;0,0273279338264789;0,0289458563820950;1,61792255561607e-03
c1164;0,0277565237118376;0,0272301918584308;5,26331853406854e-04
c1165;0,0275669372869540;0,0279660419183327;3,99104631378697e-04
c1166;0,0272584044812398;0,0291708738480214;1,91246936678163e-03
c1167;0,0276614384942294;0,0276001474902609;6,12910039685562e-05
c1168;0,0277522820705059;0,0272353944099388;5,16887660567018e-04
c1169;0,0278571835827785;0,0268114652385962;1,04571834418226e-03
c1170;0,0281711589577368;0,0256056246751176;2,56553428261921e-03
c1171;0,0272861437035360;0,0291063577059765;1,82021400244043e-03
c1172;0,0276417583636794;0,0276784455654382;3,66872017588116e-05
c1173;0,0277008570946836;0,0274428967630589;2,57960331624677e-04
c1174;0,0274197716166565;0,0285291250503485;1,10935343369196e-03
c1175;0,0279436216315429;0,0264695177137362;1,47410391780670e-03
c1176;0,0278193547813031;0,0269760242657633;8,43330515539788e-04
c1177;0,0278823756557470;0,0267100927128697;1,17228294287732e-03
c1178;0,0282041503999637;0,0254386442893754;2,76550611058834e-03
c1179;0,0277643267779869;0,0271873562467049;5,76970531281949e-04
c1180;0,0275575733881257;0,0280130737650856;4,55500376959905e-04
c1181;0,0279973359323035;0,0262483028190432;1,74903311326031e-03
c1182;0,0278016730192072;0,0270358803128972;7,65792706310043e-04
c1183;0,0276614631383846;0,0275997904081581;6,16727302264440e-05
c1184;0,0275433455427632;0,0280682319856865;5,24886442923291e-04
c1185;0,0275148537260537;0,0281856221951815;6,70768469127801e-04
c1186;0,0276646458685745;0,0275871591947165;7,74866738580474e-05
c1187;0,0275526783249588;0,0280329833847702;4,80305059811382e-04
c1188;0,0273873302343410;0,0286948324737003;1,30750223935929e-03
c1189;0,0280704895260185;0,0259366151451181;2,13387438090038e-03
c1190;0,0276513334099749;0,0276402438790570;1,10895309178363e-05
c1191;0,0279545101213239;0,0264336235456653;1,52088657565860e-03
c1192;0,0275801736621362;0,0279294217271479;3,49248065011725e-04
c1193;0,0275134945683006;0,0281984207751570;6,84926206856368e-04
c1194;0,0274595706183947;0,0284325689872414;9,72998368846689e-04
c1195;0,0275928989124057;0,0278799195933975;2,87020680991859e-04
c1196;0,0273477790667868;0,0288708053005419;1,52302623375503e-03
c1197;0,0272453307194711;0,0292316995597056;1,98636884023442e-03
c1198;0,0279062303024111;0,0266672836822992;1,23894662011187e-03
c1199;0,0280010413731057;0,0262360330472970;1,76500832580865e-03
c1200;0,0279297712790411;0,0265172936158233;1,41247766321778e-03
r1151;0,0276161461057599;0,0277805327689672;1,64386663207297e-04
r1152;0,0274737957215572;0,0283584707569001;8,84675035342942e-04
r1153;0,0273575979512615;0,0288246674948042;1,46706954354270e-03
r1154;0,0276575455074783;0,0276156104561926;4,19350512857117e-05
r1155;0,0279465687327523;0,0264674635237116;1,47910520904068e-03
r1156;0,0276802458476282;0,0275241203240478;1,56125523580432e-04
r1157;0,0276060042800512;0,0278226306277262;2,16626347674984e-04
r1158;0,0277714898248549;0,0271615968906495;6,09892934205408e-04
r1159;0,0274924001078741;0,0282707860470763;7,78385939202215e-04
r1160;0,0278737769371879;0,0267448901171411;1,12888682004682e-03
r1161;0,0276658896476798;0,0275824922455613;8,33974021185041e-05
r1162;0,0275063328422166;0,0282219006184655;7,15567776248930e-04
r1163;0,0272845374236951;0,0290887438338537;1,80420641015860e-03
r1164;0,0278902730821790;0,0266724553950377;1,21781768714125e-03
r1165;0,0273971633735387;0,0286590395490288;1,26187617549015e-03
r1166;0,0274696709774293;0,0283648791492705;8,95208171841202e-04
r1167;0,0277605041145866;0,0272035860378789;5,56918076707692e-04
r1168;0,0277056217801370;0,0274217441941021;2,83877586034931e-04
r1169;0,0273915257916113;0,0286708472852404;1,27932149362906e-03
r1170;0,0275566001560414;0,0280183166036725;4,61716447631117e-04
r1171;0,0280320683428242;0,0261197029472630;1,91236539556116e-03
r1172;0,0276711157605660;0,0275610126701474;1,10103090418617e-04
r1173;0,0274790088340048;0,0283327539366259;8,53745102621067e-04
r1174;0,0274899365904574;0,0282881351666838;7,98198576226400e-04
r1175;0,0277741049101743;0,0271490944795076;6,25010430666730e-04
r1176;0,0277459425284234;0,0272589285787334;4,87013949689977e-04
r1177;0,0279346535328896;0,0265108318919360;1,42382164095364e-03
r1178;0,0276494825472225;0,0276478475639054;1,63498331712253e-06
r1179;0,0279265713446372;0,0265350017305310;1,39156961410621e-03
r1180;0,0277176041106376;0,0273751143311983;3,42489779439237e-04
r1181;0,0276244671180190;0,0277474327941412;1,22965676122258e-04
r1182;0,0273937416045799;0,0286721717844134;1,27843017983342e-03
r1183;0,0273516479207106;0,0288404993172396;1,48885139652895e-03
r1184;0,0277406192676296;0,0272815984461806;4,59020821448997e-04
r1185;0,0277117749536555;0,0273972938318220;3,14481121833448e-04
r1186;0,0275797431804107;0,0279277045771227;3,47961396711997e-04
r1187;0,0276312584087530;0,0277201109167622;8,88525080092149e-05
r1188;0,0276093721475439;0,0278078770529953;1,98504905451459e-04
r1189;0,0276821203886145;0,0275166886234503;1,65431765164124e-04
r1190;0,0278650149486229;0,0267772799199543;1,08773502866852e-03
r1191;0,0277658563650497;0,0271801689113826;5,85687453667116e-04
r1192;0,0274423277950101;0,0284759078721165;1,03358007710646e-03
r1193;0,0276814845334570;0,0275183313782767;1,63153155180319e-04
r1194;0,0278003163769251;0,0270430049444114;7,57311432513709e-04
r1195;0,0276032534419205;0,0278346657044129;2,31412262492420e-04
r1196;0,0276949545068500;0,0274651745988435;2,29779908006513e-04
r1197;0,0274858716713625;0,0283030218890277;8,17150217665191e-04
r1198;0,0276947988158565;0,0274669476473868;2,27851168469687e-04
r1199;0,0277095584661032;0,0274071978897899;3,02360576313332e-04
r1200;0,0278874694088320;0,0266919637818555;1,19550562697646e-03
c1201;0,0276541639145074;0,0276287695524000;2,53943621073838e-05
c1202;0,0274703200693802;0,0283925981677265;9,22278098346333e-04
c1203;0,0276145843478246;0,0277890992778667;1,74514930042065e-04
c1204;0,0278557625740838;0,0268489047254564;1,00685784862748e-03
c1205;0,0276494455279583;0,0276480085755864;1,43695237191446e-06
c1206;0,0275000719282726;0,0282467215217188;7,46649593446218e-04
c1207;0,0278014870702770;0,0270416446254198;7,59842444857245e-04
c1208;0,0276158492341335;0,0277839252512801;1,68076017146624e-04
c1209;0,0274474416660620;0,0284435455656543;9,96103899592291e-04
c1210;0,0273764972698326;0,0287510567190323;1,37455944919966e-03
c1211;0,0277330453575447;0,0273106653160261;4,22380041518670e-04
c1212;0,0278186920504056;0,0269598384997204;8,58853550685216e-04
c1213;0,0273276065253658;0,0289219741360537;1,59436761068788e-03
c1214;0,0273703385217152;0,0287535257442338;1,38318722251869e-03
c1215;0,0275599484358417;0,0279999899750127;4,40041539170988e-04
c1216;0,0276905495570397;0,0274808435598662;2,09705997173511e-04
c1217;0,0278155889917163;0,0269940622252470;8,21526766469252e-04
c1218;0,0278624591098213;0,0267738959137632;1,08856319605815e-03
c1219;0,0273636750635654;0,0287741697211700;1,41049465760464e-03
c1220;0,0280093577537853;0,0262266459310763;1,78271182270902e-03
c1221;0,0276435758114358;0,0276714429333178;2,78671218820088e-05
c1222;0,0276244275282170;0,0277492355129002;1,24807984683242e-04
c1223;0,0274753120256323;0,0283480295002093;8,72717474576949e-04
c1224;0,0275676675096267;0,0279780689172060;4,10401407579215e-04
c1225;0,0278759067901281;0,0267562582905804;1,11964849954773e-03
c1226;0,0279930492784754;0,0262303330579640;1,76271622051140e-03
c1227;0,0276799649500732;0,0275253521334142;1,54612816658992e-04
c1228;0,0277656395733093;0,0271757383005386;5,89901272770768e-04
c1229;0,0276222403383591;0,0277595107142417;1,37270375882591e-04
c1230;0,0274803935662550;0,0283255642441202;8,45170677865138e-04
c1231;0,0279879477710952;0,0262668895374948;1,72105823360032e-03
c1232;0,0276008499290117;0,0278406339085766;2,39783979564947e-04
c1233;0,0274936727035591;0,0282851638960964;7,91491192537255e-04
c1234;0,0277361135447680;0,0273022102098289;4,33903334939055e-04
c1235;0,0276575082964632;0,0276146949503888;4,28133460743767e-05
c1236;0,0276541731992421;0,0276289941482899;2,51790509522010e-05
c1237;0,0276674047416376;0,0275765311570661;9,08735845715179e-05
c1238;0,0277269970097773;0,0273350456561424;3,91951353634911e-04
c1239;0,0274904826676439;0,0282954380961061;8,04955428462237e-04
c1240;0,0278510881793828;0,0268607704273772;9,90317752005636e-04
c1241;0,0274874620278067;0,0282893349019954;8,01872874188678e-04
c1242;0,0275153621691479;0,0281887157582936;6,73353589145716e-04
c1243;0,0278248819583281;0,0269424044279712;8,82477530356886e-04
c1244;0,0273721482179813;0,0287685882404048;1,39644002242351e-03
c1245;0,0273592557578892;0,0287774297475839;1,41817398969472e-03
c1246;0,0280179276001849;0,0261740712772972;1,84385632288768e-03
c1247;0,0276071901494608;0,0278239904619540;2,16800312493128e-04
c1248;0,0279570287676681;0,0264255828029396;1,53144596472846e-03
c1249;0,0277269717203335;0,0273299247753522;3,97046944981282e-04
c1250;0,0278438319573551;0,0268662089272658;9,77623030089268e-04
r1201;0,0279879874048647;0,0263025619562338;1,68542544863083e-03
r1202;0,0276566148260670;0,0276194712716802;3,71435543868384e-05
r1203;0,0274058537728001;0,0286245598768536;1,21870610405345e-03
r1204;0,0277165636532904;0,0273802992717181;3,36264381572231e-04
r1205;0,0269983766432038;0,0302648107181861;3,26643407498235e-03
r1206;0,0278664868251102;0,0267856431516991;1,08084367341112e-03
r1207;0,0275221459225829;0,0281593804373451;6,37234514762160e-04
r1208;0,0277671798615998;0,0271771780467264;5,90001814873387e-04
r1209;0,0275154950549212;0,0281847263223480;6,69231267426833e-04
r1210;0,0277342409245349;0,0273075918446049;4,26649079929980e-04
r1211;0,0277745370846497;0,0271481902001848;6,26346884464897e-04
r1212;0,0278353713573395;0,0269089915669778;9,26379790361653e-04
r1213;0,0274795409445859;0,0283247134611075;8,45172516521608e-04
r1214;0,0277585063928070;0,0272083453950392;5,50160997767803e-04
r1215;0,0277950238513701;0,0270755993129659;7,19424538404172e-04
r1216;0,0273154255715305;0,0289749936076696;1,65956803613905e-03
r1217;0,0277905232892780;0,0270854952556469;7,05028033631067e-04
r1218;0,0276202751073630;0,0277637580233577;1,43482915994659e-04
r1219;0,0275260988084716;0,0281415775921270;6,15478783655459e-04
r1220;0,0276445090945083;0,0276677496703898;2,32405758814822e-05
r1221;0,0277172174131548;0,0273782764863823;3,38940926772519e-04
r1222;0,0277049139660499;0,0274263355779555;2,78578388094426e-04
r1223;0,0278204835274324;0,0269636395663497;8,56843961082723e-04
r1224;0,0277374650141894;0,0272959885236188;4,41476490570671e-04
r1225;0,0273518233699775;0,0288407218495106;1,48889847953318e-03
r1226;0,0274753604741353;0,0283445557476272;8,69195273491979e-04
r1227;0,0280303744578806;0,0261208218063608;1,90955265151980e-03
r1228;0,0274626492297343;0,0283904244202598;9,27775190525559e-04
r1229;0,0276627378399172;0,0275948059299857;6,79319099314429e-05
r1230;0,0279456935597128;0,0264698176933449;1,47587586636791e-03
r1231;0,0278004786673862;0,0270384702377358;7,62008429650404e-04
r1232;0,0278278994737434;0,0269357031265851;8,92196347158328e-04
r1233;0,0275801146522824;0,0279266804006425;3,46565748360176e-04
r1234;0,0275118303094153;0,0281958338875584;6,84003578143143e-04
r1235;0,0276219695816568;0,0277573254329554;1,35355851298563e-04
r1236;0,0277262411817278;0,0273376872839032;3,88553897824565e-04
r1237;0,0277492968221243;0,0272465811721215;5,02715650002764e-04
r1238;0,0280489810773484;0,0260459768804207;2,00300419692776e-03
r1239;0,0275609198057810;0,0280040598561631;4,43140050382127e-04
r1240;0,0276682926113004;0,0275725498682465;9,57427430539892e-05
r1241;0,0280388264474396;0,0260848784280874;1,95394801935218e-03
r1242;0,0272246122723930;0,0293562815131839;2,13166924079088e-03
r1243;0,0272912351201090;0,0290923929192260;1,80115779911706e-03
r1244;0,0277266883188751;0,0273376595100474;3,89028808827744e-04
r1245;0,0276633522137000;0,0275923334020742;7,10188116258108e-05
r1246;0,0275218593766702;0,0281592499242702;6,37390547600022e-04
r1247;0,0276878701815818;0,0274936316969157;1,94238484666088e-04
r1248;0,0281936454765231;0,0254906974545144;2,70294802200867e-03
r1249;0,0273604964113269;0,0288059243386532;1,44542792732626e-03
r1250;0,0278274387080780;0,0269433785421480;8,84060165929974e-04
c1251;0,0274655741354089;0,0283899704823965;9,24396346987578e-04
c1252;0,0275867708585574;0,0278911491101872;3,04378251629857e-04
c1253;0,0277006930941510;0,0274405016110930;2,60191483058041e-04
c1254;0,0275790931536567;0,0279323232310813;3,53230077424570e-04
c1255;0,0276675261319819;0,0275777179392447;8,98081927372292e-05
c1256;0,0275498149801334;0,0280566972154743;5,06882235340914e-04
c1257;0,0275786582552720;0,0279288572616382;3,50199006366122e-04
c1258;0,0275459439154001;0,0280627509353828;5,16807019982662e-04
c1259;0,0278650405673512;0,0267860634580463;1,07897710930484e-03
c1260;0,0276652036183247;0,0275852224779421;7,99811403826046e-05
c1261;0,0278173553030787;0,0270028177392478;8,14537563830958e-04
c1262;0,0279408776013271;0,0265021158410575;1,43876176026959e-03
c1263;0,0280535316394831;0,0260143361975665;2,03919544191659e-03
c1264;0,0279589543757145;0,0264033711277587;1,55558324795587e-03
c1265;0,0280376889968349;0,0260636657258717;1,97402327096324e-03
c1266;0,0275135924949190;0,0282042995465273;6,90707051608275e-04
c1267;0,0280590627727755;0,0260085285631019;2,05053420967355e-03
c1268;0,0277934414310508;0,0270770232460135;7,16418185037315e-04
c1269;0,0275418815940320;0,0280758722817669;5,33990687734943e-04
c1270;0,0275328349931739;0,0281113440566444;5,78509063470494e-04
c1271;0,0274868407564061;0,0283116323303687;8,24791573962588e-04
c1272;0,0279210473217577;0,0265426390455176;1,37840827624007e-03
c1273;0,0276117032495323;0,0277960097827777;1,84306533245446e-04
c1274;0,0274104827314988;0,0286072323593337;1,19674962783487e-03
c1275;0,0278379509432524;0,0269021688727348;9,35782070517643e-04
c1276;0,0275998405963495;0,0278474067405266;2,47566144177081e-04
c1277;0,0277349827331659;0,0272980915555395;4,36891177626356e-04
c1278;0,0273919019580417;0,0286697002281834;1,27779827014169e-03
c1279;0,0281050655387842;0,0258441477549094;2,26091778387481e-03
c1280;0,0278278506655048;0,0269472400940591;8,80610571445759e-04
c1281;0,0278059841315362;0,0270324046199420;7,73579511594191e-04
c1282;0,0274588844071228;0,0284082431685184;9,49358761395552e-04
c1283;0,0277743463584619;0,0271612902818000;6,13056076661952e-04
c1284;0,0276347654634686;0,0277063112019202;7,15457384516151e-05
c1285;0,0274439231198843;0,0284697595659646;1,02583644608030e-03
c1286;0,0271894106271820;0,0294790365251547;2,28962589797269e-03
c1287;0,0277996549436404;0,0270590841425356;7,40570801104831e-04
c1288;0,0276596779893545;0,0276071627859788;5,25152033756839e-05
c1289;0,0276309596651616;0,0277237683468007;9,28086816390991e-05
c1290;0,0275737262510598;0,0279501288318566;3,76402580796797e-04
c1291;0,0277139975979274;0,0273814327587945;3,32564839132930e-04
c1292;0,0275621486073827;0,0279927842324979;4,30635625115146e-04
c1293;0,0277327023498777;0,0273166905757665;4,16011774111109e-04
c1294;0,0273673139022577;0,0287974599345472;1,43014603228945e-03
c1295;0,0278604059915047;0,0268047063048694;1,05569968663537e-03
c1296;0,0276632339160983;0,0275922321099416;7,10018061566772e-05
c1297;0,0274457799618987;0,0284592066197150;1,01342665781636e-03
c1298;0,0274257862277646;0,0285221666719537;1,09638044418904e-03
c1299;0,0271416784256292;0,0296953506683198;2,55367224269056e-03
c1300;0,0279414101825493;0,0264495586708554;1,49185151169393e-03
r1251;0,0275253493010106;0,0281429175919770;6,17568290966389e-04
r1252;0,0276947189542184;0,0274664308456785;2,28288108539865e-04
r1253;0,0276446458275673;0,0276670004083839;2,23545808165256e-05
r1254;0,0277330339905386;0,0273113577545711;4,21676235967453e-04
r1255;0,0278645153023444;0,0267855570049548;1,07895829738956e-03
r1256;0,0272938380208848;0,0290678009958046;1,77396297491971e-03
r1257;0,0278713398178120;0,0267599837495503;1,11135606826173e-03
r1258;0,0276153085935889;0,0277845778328909;1,69269239302001e-04
